Id,LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
744,70.0,12886,Sawyer,5,1963,1999,0.0,3,CBlock,4.0,444,76,520,5,Y,SBrkr,1464,0,1464,2,0,3,1,3,1,Attchd,1997.0,RFn,2,480,302,0,175000
745,41.0,5395,StoneBr,8,1993,1993,0.0,4,PConc,4.0,733,604,1337,4,Y,SBrkr,1337,0,1337,2,0,2,1,4,1,Attchd,1993.0,RFn,2,462,96,0,180000
746,69.0,8963,NWAmes,8,1976,1996,289.0,5,CBlock,3.0,575,487,1142,5,Y,SBrkr,1175,1540,2715,3,1,4,1,4,2,BuiltIn,1994.0,Fin,2,831,0,204,299800
747,69.0,8795,Gilbert,7,2000,2000,0.0,4,PConc,4.0,300,652,952,5,Y,SBrkr,980,1276,2256,2,1,4,1,4,1,BuiltIn,2000.0,Fin,2,554,224,54,236000
748,65.0,11700,OldTown,7,1880,2003,0.0,4,Stone,3.0,0,1240,1240,3,N,SBrkr,1320,1320,2640,1,1,4,1,4,1,Detchd,1950.0,Unf,4,864,181,0,265979
749,59.0,10593,NoRidge,7,1996,1996,338.0,4,PConc,4.0,919,801,1720,5,Y,SBrkr,1720,0,1720,2,0,3,1,4,1,Attchd,1996.0,Fin,2,527,240,56,260400
750,50.0,8405,Edwards,4,1945,1950,0.0,3,Slab,4.0,0,0,0,3,N,FuseF,1088,441,1529,2,0,4,1,3,0,Detchd,1945.0,Unf,1,240,92,0,98000
751,55.0,8800,OldTown,4,1910,2004,0.0,3,BrkTil,3.0,0,576,576,4,Y,SBrkr,792,348,1140,1,0,3,1,3,0,,,,0,0,0,160,96500
752,69.0,7750,Gilbert,7,2003,2003,0.0,4,PConc,4.0,0,660,660,5,Y,SBrkr,660,660,1320,2,1,3,1,4,0,Attchd,2003.0,Fin,2,400,0,48,162000
753,79.0,9236,CollgCr,6,1997,1997,0.0,3,PConc,4.0,1200,279,1479,5,Y,SBrkr,1494,0,1494,2,0,3,1,4,0,Attchd,1997.0,RFn,2,576,168,27,217000
754,80.0,10240,NridgHt,8,2005,2005,178.0,4,PConc,4.0,0,1030,1030,4,Y,SBrkr,1038,1060,2098,2,1,3,1,5,1,Attchd,2005.0,RFn,3,878,192,52,275500
755,61.0,7930,NAmes,6,1969,2005,0.0,3,CBlock,3.0,439,115,1026,4,Y,SBrkr,1026,0,1026,1,0,3,1,4,0,Detchd,1969.0,RFn,2,440,171,48,156000
756,34.0,3230,Somerst,6,1999,1999,894.0,3,PConc,4.0,381,348,729,4,Y,SBrkr,742,729,1471,2,1,3,1,3,0,Detchd,1999.0,Unf,2,440,0,24,172500
757,68.0,10769,CollgCr,8,2007,2007,0.0,4,PConc,4.0,20,846,866,5,Y,SBrkr,866,902,1768,2,1,3,1,4,0,Attchd,2007.0,RFn,2,578,144,105,212000
758,69.0,11616,Sawyer,6,1978,1978,328.0,3,CBlock,3.0,438,234,672,3,Y,SBrkr,672,714,1386,2,1,3,1,3,1,Attchd,1978.0,Fin,2,440,335,0,158900
759,24.0,2280,Somerst,7,1999,1999,360.0,3,PConc,4.0,549,195,744,4,Y,SBrkr,757,744,1501,2,1,3,1,3,0,Detchd,1999.0,Unf,2,440,0,0,179400
760,65.0,12257,NoRidge,8,1995,1995,513.0,4,PConc,4.0,56,1198,1318,5,Y,SBrkr,1328,1203,2531,2,1,4,1,4,1,Attchd,1995.0,RFn,3,752,222,98,290000
761,70.0,9100,NAmes,6,1959,1959,0.0,3,CBlock,3.0,612,252,864,5,Y,SBrkr,864,0,864,1,0,2,1,3,0,Detchd,2008.0,Unf,1,300,0,0,127500
762,60.0,6911,BrkSide,5,1924,1950,0.0,3,PConc,3.0,405,740,1145,3,Y,SBrkr,1301,0,1301,1,0,2,1,2,0,Detchd,1965.0,Unf,2,440,0,0,100000
763,72.0,8640,Somerst,7,2009,2009,0.0,3,PConc,4.0,24,732,756,5,Y,SBrkr,764,783,1547,2,1,3,1,4,0,Attchd,2009.0,Unf,2,614,169,45,215200
764,82.0,9430,NoRidge,8,1999,1999,673.0,4,PConc,4.0,1163,89,1252,5,Y,SBrkr,1268,1097,2365,2,1,3,1,4,1,Attchd,1999.0,RFn,3,856,0,128,337000
765,30.0,9549,Veenker,8,1995,1996,0.0,4,PConc,4.0,437,0,1494,5,Y,SBrkr,1494,0,1494,1,1,2,1,5,1,Attchd,1995.0,Fin,2,481,0,30,270000
766,75.0,14587,Somerst,9,2008,2008,284.0,4,PConc,4.0,0,1498,1498,5,Y,SBrkr,1506,0,1506,2,0,2,1,5,1,Attchd,2008.0,Fin,2,592,0,174,264132
767,80.0,10421,NWAmes,7,1988,1988,42.0,3,CBlock,4.0,394,586,980,3,Y,SBrkr,980,734,1714,2,1,3,1,3,1,Attchd,1988.0,Unf,2,496,228,66,196500
768,75.0,12508,Mitchel,6,1940,1985,0.0,3,CBlock,4.0,660,323,983,5,Y,SBrkr,983,767,1750,2,0,4,1,3,0,Attchd,1989.0,Unf,1,423,245,0,160000
769,70.0,9100,CollgCr,7,2004,2005,0.0,4,PConc,4.0,24,1836,1860,5,Y,SBrkr,1836,0,1836,2,0,3,1,4,1,Attchd,2004.0,Fin,2,484,120,33,216837
770,47.0,53504,StoneBr,8,2003,2003,603.0,5,PConc,4.0,1416,234,1650,5,Y,SBrkr,1690,1589,3279,3,1,4,1,5,1,BuiltIn,2003.0,Fin,3,841,503,36,538000
771,69.0,7252,Sawyer,5,1982,1982,0.0,3,CBlock,4.0,685,173,858,3,Y,SBrkr,858,0,858,1,0,2,1,3,0,Detchd,1983.0,Unf,2,576,120,0,134900
772,67.0,8877,Edwards,4,1951,1951,0.0,3,CBlock,2.0,836,0,836,3,Y,FuseF,1220,0,1220,1,0,2,1,3,0,Detchd,1951.0,Unf,2,396,0,0,102000
773,94.0,7819,Edwards,6,1976,1976,0.0,3,CBlock,3.0,422,480,1029,3,Y,SBrkr,1117,0,1117,1,0,3,1,3,1,Detchd,1976.0,Unf,2,672,144,0,107000
774,70.0,10150,NAmes,5,1958,1958,1.0,3,CBlock,3.0,456,456,912,5,Y,FuseA,912,0,912,1,0,2,1,3,0,Attchd,1958.0,RFn,1,275,0,0,114500
775,110.0,14226,NridgHt,8,2006,2006,375.0,4,PConc,4.0,0,1935,1935,4,Y,SBrkr,1973,0,1973,2,0,3,1,4,1,Attchd,2006.0,Fin,3,895,315,45,395000
776,32.0,4500,Mitchel,6,1998,1998,320.0,3,PConc,5.0,866,338,1204,5,Y,SBrkr,1204,0,1204,2,0,2,1,3,0,Attchd,1998.0,Fin,2,412,0,247,162000
777,86.0,11210,CollgCr,7,2005,2006,240.0,4,PConc,4.0,20,1594,1614,5,Y,SBrkr,1614,0,1614,2,0,3,1,4,0,Attchd,2005.0,RFn,3,865,144,59,221500
778,100.0,13350,Sawyer,5,1974,1974,0.0,3,CBlock,3.0,762,102,864,3,Y,SBrkr,894,0,894,1,0,3,1,3,1,Attchd,1974.0,Unf,2,440,241,0,142500
779,60.0,8400,SawyerW,5,1977,1977,320.0,3,Slab,4.0,0,0,0,3,Y,SBrkr,2020,0,2020,2,0,4,2,3,2,Detchd,1977.0,Unf,2,630,0,0,144000
780,78.0,10530,Mitchel,6,1977,1977,90.0,3,CBlock,4.0,975,0,975,3,Y,SBrkr,1004,0,1004,1,0,2,1,3,0,Attchd,1977.0,Unf,2,504,0,0,135000
781,63.0,7875,Gilbert,7,1995,1996,38.0,3,PConc,4.0,0,1237,1237,4,Y,SBrkr,1253,0,1253,2,0,3,1,3,1,Attchd,1995.0,Fin,2,402,220,21,176000
782,65.0,7153,SawyerW,6,1992,1992,0.0,4,PConc,4.0,387,374,761,5,Y,SBrkr,810,793,1603,2,1,3,1,4,0,Attchd,1992.0,RFn,2,484,0,124,175900
783,67.0,16285,CollgCr,7,2001,2002,0.0,4,PConc,4.0,0,1413,1413,5,Y,SBrkr,1430,0,1430,2,0,3,1,4,0,Attchd,2001.0,RFn,2,605,0,33,187100
784,69.0,9101,Mitchel,5,1978,1978,104.0,3,PConc,4.0,1097,0,1097,5,Y,SBrkr,1110,0,1110,1,0,1,1,4,1,Attchd,1978.0,Fin,2,602,303,30,165500
785,35.0,6300,OldTown,6,1914,2001,0.0,3,CBlock,3.0,0,742,742,5,Y,SBrkr,742,742,1484,2,0,3,1,3,1,,,,0,0,0,291,128000
786,69.0,9790,NWAmes,6,1967,1967,0.0,3,CBlock,3.0,251,491,1372,3,Y,SBrkr,1342,0,1342,2,0,3,1,3,1,Attchd,1967.0,Unf,2,457,0,0,161500
787,60.0,10800,OldTown,5,1915,1950,0.0,3,PConc,2.0,686,0,686,3,Y,SBrkr,966,686,1652,2,0,4,1,3,0,Detchd,1961.0,Unf,1,416,0,0,139000
788,76.0,10142,SawyerW,7,2004,2004,0.0,4,PConc,4.0,656,300,956,5,Y,SBrkr,956,1128,2084,2,1,4,1,4,0,BuiltIn,2004.0,RFn,2,618,0,45,233000
789,50.0,6000,OldTown,4,1954,2000,0.0,3,CBlock,3.0,0,901,901,5,Y,SBrkr,901,0,901,1,0,2,1,3,0,Detchd,1954.0,Unf,1,281,0,0,107900
790,69.0,12205,ClearCr,6,1966,2007,157.0,3,CBlock,3.0,568,264,832,4,Y,SBrkr,976,1111,2087,2,1,5,1,4,0,Attchd,1966.0,Fin,2,444,133,168,187500
791,43.0,3182,Blmngtn,7,2005,2006,11.0,4,PConc,4.0,16,1129,1145,5,Y,SBrkr,1145,0,1145,2,0,2,1,4,1,Attchd,2005.0,Fin,2,397,100,16,160200
792,69.0,11333,Mitchel,6,1976,1976,0.0,3,PConc,4.0,539,490,1029,3,Y,SBrkr,1062,0,1062,1,0,3,1,3,2,Attchd,1976.0,RFn,2,539,120,0,146800
793,92.0,9920,NoRidge,7,1996,1997,0.0,4,PConc,4.0,862,255,1117,5,Y,SBrkr,1127,886,2013,2,1,3,1,3,1,Attchd,1997.0,Unf,2,455,180,130,269790
794,76.0,9158,Somerst,8,2007,2007,140.0,4,PConc,4.0,0,1496,1496,5,Y,SBrkr,1496,0,1496,2,0,3,1,4,0,Attchd,2007.0,Fin,2,474,168,130,225000
795,69.0,10832,Gilbert,7,1994,1996,0.0,4,PConc,4.0,0,712,712,5,Y,SBrkr,1086,809,1895,2,1,3,1,4,1,Attchd,1994.0,Fin,2,409,143,46,194500
796,70.0,8400,SawyerW,6,1980,1981,130.0,3,CBlock,4.0,0,650,650,3,Y,SBrkr,888,676,1564,2,1,3,1,3,1,Attchd,1980.0,Unf,2,476,0,50,171000
797,71.0,8197,Sawyer,6,1977,1977,148.0,3,CBlock,3.0,0,660,660,5,Y,SBrkr,1285,0,1285,1,1,3,1,3,1,Attchd,1977.0,RFn,2,528,138,0,143500
798,57.0,7677,NAmes,5,1953,1953,0.0,3,CBlock,3.0,570,203,773,4,Y,SBrkr,773,0,773,1,0,2,1,3,0,Attchd,1953.0,Unf,1,240,0,0,110000
799,104.0,13518,NridgHt,9,2008,2009,860.0,5,PConc,5.0,0,1926,1926,5,Y,SBrkr,1966,1174,3140,3,1,4,1,5,2,BuiltIn,2009.0,Fin,3,820,144,78,485000
800,60.0,7200,SWISU,5,1937,1950,252.0,3,BrkTil,4.0,569,162,731,5,Y,SBrkr,981,787,1768,1,1,3,1,4,2,Detchd,1939.0,Unf,1,240,0,0,175000
801,79.0,12798,ClearCr,6,1997,1997,0.0,3,PConc,4.0,462,154,616,4,Y,SBrkr,616,1072,1688,2,1,4,1,4,0,Attchd,1997.0,RFn,2,603,403,114,200000
802,40.0,4800,IDOTRR,4,1916,1990,0.0,3,CBlock,3.0,197,999,1196,5,Y,FuseA,1196,0,1196,1,0,2,1,3,0,Detchd,1957.0,Unf,2,440,0,0,109900
803,63.0,8199,CollgCr,7,2005,2005,0.0,4,PConc,4.0,648,80,728,5,Y,SBrkr,728,728,1456,2,1,3,1,4,1,Attchd,2005.0,Fin,2,410,36,18,189000
804,107.0,13891,NridgHt,9,2008,2009,424.0,5,PConc,5.0,0,1734,1734,5,Y,SBrkr,1734,1088,2822,3,1,4,1,5,1,BuiltIn,2009.0,RFn,3,1020,52,170,582933
805,75.0,9000,NAmes,5,1954,1954,0.0,3,CBlock,3.0,812,124,936,3,Y,SBrkr,1128,0,1128,1,0,2,1,3,0,Attchd,1954.0,Unf,1,286,0,0,118000
806,91.0,12274,Somerst,7,2008,2008,256.0,4,PConc,4.0,0,1417,1417,5,Y,SBrkr,1428,0,1428,2,0,3,1,5,0,Attchd,2008.0,RFn,2,554,0,60,227680
807,75.0,9750,NAmes,5,1967,1967,0.0,3,PConc,3.0,400,100,980,4,Y,SBrkr,980,0,980,2,0,3,1,3,0,Attchd,1967.0,Fin,1,384,68,0,135500
808,144.0,21384,BrkSide,5,1923,2004,0.0,3,CBlock,3.0,1309,15,1324,5,Y,SBrkr,1072,504,1576,1,1,3,1,4,1,Attchd,1923.0,RFn,2,528,0,312,223500
809,85.0,13400,NAmes,5,1966,1966,1047.0,3,CBlock,3.0,516,380,1024,3,Y,SBrkr,1086,0,1086,1,0,3,1,3,1,Attchd,1966.0,RFn,2,484,0,0,159950
810,90.0,8100,OldTown,5,1898,1965,0.0,3,PConc,3.0,0,849,849,3,N,FuseA,1075,1063,2138,2,0,2,3,3,0,Detchd,1910.0,Unf,2,360,40,156,106000
811,78.0,10140,NWAmes,6,1974,1999,99.0,3,CBlock,3.0,663,0,1040,2,Y,SBrkr,1309,0,1309,1,1,3,1,4,1,Attchd,1974.0,RFn,2,484,265,0,181000
812,69.0,4438,CollgCr,6,2004,2004,169.0,4,PConc,4.0,662,186,848,5,Y,SBrkr,848,0,848,1,0,1,1,4,1,Attchd,2004.0,Fin,2,420,140,0,144500
813,66.0,8712,IDOTRR,5,1952,1952,0.0,2,CBlock,3.0,0,540,540,3,N,FuseA,1044,0,1044,1,0,2,1,2,0,Basment,1952.0,Unf,2,504,0,0,55993
814,75.0,9750,NAmes,6,1958,1958,243.0,3,CBlock,3.0,608,834,1442,4,Y,SBrkr,1442,0,1442,1,1,4,1,3,0,Attchd,1958.0,RFn,1,301,0,0,157900
815,45.0,8248,Edwards,5,1918,1950,0.0,3,BrkTil,3.0,0,686,686,4,Y,SBrkr,686,564,1250,1,1,3,1,2,0,Detchd,1955.0,Unf,1,280,207,0,116000
816,48.0,12137,CollgCr,7,1998,1998,442.0,3,PConc,4.0,0,1649,1649,5,Y,SBrkr,1661,0,1661,2,0,3,1,4,0,Attchd,1998.0,RFn,2,598,0,34,224900
817,69.0,11425,NAmes,5,1954,1954,0.0,3,CBlock,3.0,486,522,1008,4,Y,SBrkr,1008,0,1008,1,0,2,1,3,1,Attchd,1954.0,RFn,1,275,0,0,137000
818,69.0,13265,Mitchel,8,2002,2002,148.0,4,PConc,4.0,1218,350,1568,5,Y,SBrkr,1689,0,1689,2,0,3,1,4,2,Attchd,2002.0,RFn,3,857,150,59,271000
819,80.0,8816,ClearCr,6,1971,1971,80.0,3,CBlock,3.0,504,506,1010,4,Y,SBrkr,1052,0,1052,1,0,3,1,3,0,Attchd,1971.0,Unf,2,440,0,0,155000
820,44.0,6371,NridgHt,7,2009,2010,128.0,4,PConc,4.0,733,625,1358,5,Y,SBrkr,1358,0,1358,2,0,2,1,4,1,Attchd,2010.0,RFn,2,484,192,35,224000
821,72.0,7226,CollgCr,7,2003,2003,0.0,4,PConc,4.0,0,798,798,5,Y,SBrkr,798,842,1640,2,1,3,1,4,0,Attchd,2003.0,RFn,2,595,0,45,183000
822,60.0,6000,OldTown,4,1953,1953,0.0,2,CBlock,2.0,0,936,936,3,N,SBrkr,936,0,936,1,0,2,1,3,0,Detchd,1974.0,Unf,2,576,0,32,93000
823,69.0,12394,Gilbert,7,2003,2003,0.0,4,PConc,4.0,0,847,847,5,Y,SBrkr,847,886,1733,2,1,3,1,4,1,BuiltIn,2003.0,Fin,2,433,100,48,225000
824,60.0,9900,SWISU,6,1940,1950,0.0,3,BrkTil,3.0,0,778,778,3,Y,SBrkr,944,545,1489,2,0,3,1,3,1,Detchd,1940.0,Unf,1,240,335,0,139500
825,81.0,11216,Somerst,8,2006,2006,0.0,4,PConc,4.0,0,1489,1489,5,Y,SBrkr,1489,0,1489,2,0,3,1,4,1,Attchd,2006.0,RFn,2,776,0,140,232600
826,114.0,14803,NridgHt,10,2007,2008,816.0,5,PConc,5.0,1636,442,2078,5,Y,SBrkr,2084,0,2084,2,0,2,1,5,1,Attchd,2007.0,Fin,3,1220,188,45,385000
827,50.0,6130,BrkSide,5,1924,1950,0.0,3,BrkTil,3.0,784,0,784,4,Y,SBrkr,784,0,784,1,0,2,1,4,0,,,,0,0,0,0,109500
828,65.0,8529,SawyerW,7,2001,2001,0.0,4,PConc,4.0,20,1434,1454,5,Y,SBrkr,1434,0,1434,2,0,3,1,4,1,Attchd,2001.0,RFn,2,527,290,39,189000
829,69.0,28698,ClearCr,5,1967,1967,0.0,3,PConc,3.0,249,0,1013,3,Y,SBrkr,1160,966,2126,2,1,3,1,3,0,Attchd,1967.0,Fin,2,538,486,0,185000
830,24.0,2544,Somerst,7,2005,2005,0.0,4,PConc,4.0,0,600,600,5,Y,SBrkr,520,623,1223,2,1,2,1,4,0,Detchd,2005.0,RFn,2,480,0,166,147400
831,80.0,11900,NAmes,6,1957,1957,387.0,3,CBlock,3.0,1040,352,1392,3,Y,FuseA,1392,0,1392,1,1,3,1,3,2,Attchd,1957.0,RFn,2,458,0,0,166000
832,30.0,3180,Somerst,7,2005,2005,0.0,3,PConc,4.0,0,600,600,5,Y,SBrkr,520,600,1200,2,1,2,1,4,0,Detchd,2005.0,RFn,2,480,0,166,151000
833,44.0,9548,CollgCr,7,2003,2003,223.0,4,PConc,4.0,483,458,941,5,Y,SBrkr,941,888,1829,2,1,3,1,4,1,Attchd,2003.0,RFn,2,613,192,39,237000
834,100.0,10004,NAmes,6,1964,1964,180.0,3,CBlock,3.0,196,975,1516,3,Y,SBrkr,1516,0,1516,1,1,3,1,3,0,Attchd,1964.0,RFn,2,472,0,0,167000
835,75.0,7875,NAmes,5,1961,1961,136.0,3,CBlock,3.0,572,572,1144,4,Y,SBrkr,1144,0,1144,1,0,3,1,3,0,Attchd,1961.0,Unf,2,456,0,0,139950
836,60.0,9600,Sawyer,4,1950,1995,0.0,3,CBlock,4.0,442,625,1067,3,Y,SBrkr,1067,0,1067,2,0,2,1,4,0,Attchd,1996.0,Unf,2,436,290,0,128000
837,90.0,8100,OldTown,5,1948,1973,0.0,3,BrkTil,3.0,338,1221,1559,4,Y,SBrkr,1559,0,1559,1,0,2,1,3,0,Detchd,1948.0,Unf,2,812,0,116,153500
838,21.0,1680,BrDale,6,1973,1973,158.0,3,CBlock,3.0,330,153,483,3,Y,SBrkr,483,504,987,1,1,2,1,3,0,Detchd,1973.0,Unf,1,264,0,0,100000
839,75.0,9525,CollgCr,5,1995,2006,0.0,3,PConc,4.0,0,1099,1099,5,Y,SBrkr,1099,0,1099,1,1,3,1,4,0,Attchd,1999.0,Unf,1,352,278,0,144000
840,70.0,11767,Edwards,5,1946,1995,0.0,3,CBlock,3.0,352,416,768,5,Y,SBrkr,768,432,1200,1,0,3,1,3,0,Detchd,1946.0,Unf,1,240,0,0,130500
841,69.0,12155,SWISU,6,1925,1950,0.0,3,BrkTil,3.0,156,516,672,3,N,SBrkr,810,672,1482,2,0,4,1,2,0,Detchd,1934.0,Unf,1,400,0,0,140000
842,60.0,10440,OldTown,5,1904,2002,0.0,3,PConc,3.0,0,650,650,4,Y,SBrkr,958,581,1539,2,0,3,1,4,1,Detchd,1983.0,Unf,2,686,70,78,157500
843,82.0,9020,NAmes,6,1966,1966,183.0,3,CBlock,3.0,312,276,1127,3,Y,SBrkr,1165,0,1165,1,1,3,1,3,0,Attchd,1966.0,RFn,2,490,0,129,174900
844,80.0,8000,NAmes,5,1961,1961,0.0,3,CBlock,3.0,0,1800,1800,5,N,SBrkr,1800,0,1800,2,0,6,2,3,0,,,,0,0,0,0,141000
845,100.0,12665,OldTown,5,1915,1950,0.0,3,BrkTil,3.0,0,876,876,4,Y,SBrkr,876,540,1416,1,1,4,1,3,1,Detchd,1949.0,Unf,3,720,418,0,153900
846,69.0,16647,Sawyer,5,1975,1981,0.0,3,CBlock,4.0,1390,0,1390,3,Y,SBrkr,1701,0,1701,2,0,3,1,3,2,Basment,1975.0,Fin,2,611,0,0,171000
847,75.0,9317,SawyerW,7,1993,1993,137.0,4,PConc,4.0,513,227,740,5,Y,SBrkr,1006,769,1775,2,1,3,1,4,1,Attchd,1993.0,Unf,2,425,234,72,213000
848,36.0,15523,CollgCr,5,1972,1972,0.0,3,CBlock,3.0,460,404,864,5,Y,SBrkr,864,0,864,1,0,3,1,3,1,Attchd,1972.0,Unf,1,338,0,0,133500
849,75.0,45600,ClearCr,6,1908,1997,0.0,3,BrkTil,3.0,0,907,907,3,Y,SBrkr,1307,1051,2358,3,0,5,1,3,1,Detchd,1908.0,Unf,2,360,486,40,240000
850,80.0,9600,Veenker,6,1976,1994,360.0,4,CBlock,3.0,0,528,528,5,Y,SBrkr,1094,761,1855,2,1,3,1,3,1,Attchd,1976.0,RFn,2,512,113,100,187000
851,36.0,4435,CollgCr,6,2003,2003,170.0,4,PConc,4.0,659,189,848,5,Y,SBrkr,848,0,848,1,0,1,1,4,0,Attchd,2003.0,Fin,2,420,140,0,131500
852,69.0,3196,Blmngtn,8,2003,2003,40.0,4,PConc,4.0,0,1273,1273,5,Y,SBrkr,1456,0,1456,2,0,2,1,4,1,Attchd,2003.0,Fin,2,400,143,20,215000
853,53.0,7128,Crawfor,7,1941,1950,0.0,3,CBlock,3.0,364,554,918,4,Y,SBrkr,918,728,1646,2,0,4,1,3,2,Detchd,1941.0,Unf,1,240,0,0,164000
854,69.0,12095,NAmes,6,1964,1964,115.0,3,CBlock,3.0,564,563,1127,3,Y,SBrkr,1445,0,1445,1,1,3,1,3,1,Attchd,1964.0,RFn,2,645,180,0,158000
855,102.0,17920,Sawyer,5,1955,1974,0.0,3,CBlock,3.0,306,372,1763,3,Y,SBrkr,1779,0,1779,1,1,3,1,3,1,Attchd,1955.0,Unf,2,454,0,418,170000
856,69.0,6897,Sawyer,5,1962,2010,0.0,3,CBlock,3.0,659,381,1040,5,Y,SBrkr,1040,0,1040,1,1,3,1,3,0,Detchd,1962.0,Unf,1,260,0,104,127000
857,69.0,10970,CollgCr,6,1978,1978,0.0,3,CBlock,4.0,505,0,940,3,Y,SBrkr,1026,0,1026,1,0,3,1,3,0,Detchd,1981.0,Unf,2,576,0,0,147000
858,65.0,8125,Gilbert,6,1994,1995,0.0,3,PConc,4.0,0,702,702,4,Y,SBrkr,702,779,1481,2,1,3,1,3,1,Attchd,1994.0,Fin,2,343,0,36,174000
859,80.0,10400,NWAmes,7,1976,1976,189.0,3,CBlock,4.0,0,1090,1090,3,Y,SBrkr,1370,0,1370,2,0,3,1,3,1,Attchd,1976.0,RFn,2,479,0,0,152000
860,69.0,11029,NWAmes,6,1968,1984,220.0,3,CBlock,3.0,619,435,1054,3,Y,SBrkr,1512,1142,2654,2,1,4,1,4,1,Attchd,1968.0,Unf,2,619,0,65,250000
861,55.0,7642,Crawfor,7,1918,1998,0.0,4,BrkTil,3.0,0,912,912,4,Y,SBrkr,912,514,1426,1,1,3,1,4,1,Detchd,1925.0,Unf,1,216,0,240,189950
862,75.0,11625,Sawyer,5,1965,1965,0.0,3,PConc,3.0,841,198,1039,5,Y,SBrkr,1039,0,1039,1,1,3,1,3,0,Attchd,1965.0,Unf,2,504,0,0,131500
863,81.0,9672,SawyerW,6,1984,1985,0.0,3,PConc,4.0,338,702,1040,3,Y,SBrkr,1097,0,1097,2,0,3,1,3,0,Attchd,1986.0,Unf,2,480,0,0,152000
864,70.0,7931,NAmes,5,1959,1959,0.0,3,CBlock,3.0,1148,0,1148,3,Y,SBrkr,1148,0,1148,1,0,3,1,3,0,Attchd,1959.0,Unf,1,672,0,0,132500
865,72.0,8640,Somerst,7,2007,2008,0.0,4,PConc,5.0,0,1372,1372,5,Y,SBrkr,1372,0,1372,2,0,3,1,4,0,Attchd,2008.0,Fin,2,529,0,140,250580
866,69.0,8750,NAmes,5,1970,1970,76.0,3,CBlock,3.0,828,174,1002,3,Y,SBrkr,1002,0,1002,1,0,3,1,3,0,Detchd,1973.0,Unf,2,902,0,0,148500
867,67.0,10656,Timber,8,2006,2007,274.0,4,PConc,4.0,0,1638,1638,5,Y,SBrkr,1646,0,1646,2,0,3,1,4,1,Attchd,2007.0,RFn,3,870,192,80,248900
868,85.0,6970,Sawyer,4,1961,1961,0.0,3,CBlock,3.0,932,108,1040,3,Y,SBrkr,1120,0,1120,1,1,3,1,2,0,Attchd,1961.0,RFn,2,544,168,0,129000
869,69.0,14762,Gilbert,5,1948,1950,0.0,3,Slab,4.0,0,0,0,4,Y,SBrkr,1547,720,2320,2,0,2,1,3,1,Attchd,1979.0,Unf,2,672,120,144,169000
870,80.0,9938,SawyerW,7,1993,1994,246.0,4,PConc,4.0,750,300,1050,5,Y,SBrkr,1062,887,1949,2,1,3,1,4,1,Attchd,1993.0,Fin,2,574,156,90,236000
871,60.0,6600,NAmes,5,1962,1962,0.0,3,CBlock,3.0,0,894,894,4,N,SBrkr,894,0,894,1,0,2,1,3,0,Detchd,1962.0,Unf,1,308,0,0,109500
872,70.0,8750,CollgCr,6,1998,1998,116.0,3,PConc,4.0,505,299,804,5,Y,SBrkr,804,878,1682,2,1,3,1,4,0,Attchd,1998.0,RFn,2,523,0,77,200500
873,74.0,8892,NAmes,5,1953,1996,0.0,4,Stone,3.0,0,105,105,4,Y,SBrkr,910,0,910,1,0,3,1,4,0,Attchd,1953.0,Unf,2,414,196,0,116000
874,60.0,12144,NAmes,5,1949,1950,0.0,4,CBlock,3.0,375,457,832,4,Y,SBrkr,1036,0,1268,1,0,3,1,3,1,Attchd,1949.0,Unf,1,288,0,28,133000
875,52.0,5720,OldTown,5,1941,1950,0.0,3,CBlock,3.0,0,676,676,5,Y,SBrkr,676,455,1131,1,1,3,1,3,0,Detchd,1941.0,Unf,1,200,26,0,66500
876,75.0,9000,Somerst,8,2007,2007,0.0,4,PConc,4.0,64,1120,1184,5,Y,SBrkr,1184,1426,2610,2,1,4,1,5,1,BuiltIn,2007.0,Fin,2,550,208,364,303477
877,94.0,25286,Mitchel,4,1963,1963,0.0,3,PConc,3.0,633,431,1064,4,Y,SBrkr,1040,0,1040,1,0,3,1,3,0,Attchd,1963.0,Unf,2,648,0,0,132250
878,74.0,8834,NridgHt,9,2004,2005,216.0,4,PConc,5.0,1170,292,1462,5,Y,SBrkr,1462,762,2224,2,1,4,1,5,1,Attchd,2004.0,Fin,3,738,184,0,350000
879,88.0,11782,Sawyer,5,1961,1995,0.0,3,CBlock,3.0,899,210,1109,3,Y,SBrkr,1155,0,1155,1,0,3,1,4,0,Detchd,1987.0,Unf,2,576,192,0,148000
880,69.0,7000,CollgCr,5,1978,2005,90.0,4,CBlock,3.0,646,218,864,5,Y,SBrkr,864,0,864,1,0,3,1,3,0,Attchd,1978.0,Unf,1,336,0,0,136500
881,60.0,7024,Edwards,5,2005,2006,0.0,3,PConc,5.0,980,110,1090,4,Y,SBrkr,1090,0,1090,1,1,2,1,3,0,Attchd,2005.0,Fin,2,450,0,49,157000
