LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,SalePrice_pred
69.0,9144,5,1940,1982,0.0,3,2,3.0,399,484,883,4,1,4.0,988,517,1505,1,0,3,1,3,0,1,240,0,0,145000,60623
64.0,7301,7,2003,2003,500.0,4,1,4.0,0,0,0,5,1,4.0,495,1427,1922,3,0,4,1,4,1,2,672,0,0,198500,229246
21.0,1680,6,1972,2007,510.0,3,2,3.0,162,321,483,4,1,4.0,483,504,987,1,1,2,1,4,0,1,264,250,0,118000,146081
69.0,18800,6,1976,1976,120.0,3,5,4.0,712,84,796,3,1,4.0,790,784,1574,2,1,3,1,3,1,2,566,306,111,190000,168818
59.0,10690,5,1920,1997,0.0,3,2,3.0,456,216,672,4,1,2.0,672,672,1344,1,0,3,1,3,0,1,468,0,128,147000,80953
69.0,9500,6,1963,1963,247.0,3,2,4.0,609,785,1394,4,1,4.0,1394,0,1394,1,1,3,1,3,2,2,514,0,76,159000,174203
101.0,9150,6,1962,1962,305.0,3,2,4.0,371,728,1099,4,1,4.0,1431,0,1431,1,0,3,1,3,1,1,296,64,110,165000,99038
78.0,7800,5,1954,1954,200.0,3,5,3.0,540,728,1268,4,1,4.0,1268,0,1268,1,0,2,1,3,1,1,244,0,98,132000,92948
69.0,9830,5,1959,2006,0.0,3,2,3.0,72,733,1063,5,1,4.0,1287,0,1287,1,0,3,1,4,1,2,576,364,17,162000,233503
69.0,8121,6,2000,2000,0.0,3,5,4.0,0,953,953,5,1,4.0,953,711,1664,2,1,3,1,3,1,2,460,100,40,172400,175318
80.0,17120,4,1959,1959,0.0,3,2,4.0,0,0,0,3,1,4.0,1120,468,1588,2,0,4,1,3,1,2,680,0,59,134432,18584
50.0,7175,6,1984,1984,0.0,3,2,4.0,623,0,744,3,1,4.0,752,0,752,1,0,2,1,3,0,1,264,353,0,125000,161716
79.0,10634,5,1953,1953,0.0,3,5,3.0,428,0,608,3,1,4.0,1319,0,1319,1,0,3,1,3,0,1,270,66,0,123000,89699
65.0,8200,7,2003,2004,0.0,4,5,4.0,0,847,847,5,1,4.0,847,1081,1928,2,1,4,1,4,1,2,434,100,48,219500,216307
69.0,10020,1,1922,1950,0.0,2,3,2.0,350,333,683,4,0,2.0,904,0,904,0,1,1,1,2,0,0,0,0,0,61000,-58793
57.0,8846,5,1996,1996,0.0,4,5,4.0,298,572,870,5,1,4.0,914,0,914,1,0,2,1,3,0,2,576,0,0,148000,144707
102.0,11143,8,2004,2005,0.0,4,5,4.0,0,1580,1580,5,1,4.0,1580,886,2466,3,0,4,1,4,1,2,610,159,214,340000,213992
88.0,11394,9,2010,2010,350.0,4,5,5.0,1445,411,1856,5,1,4.0,1856,0,1856,1,1,1,1,5,1,3,834,113,0,394432,320283
60.0,8123,6,2000,2000,16.0,3,5,4.0,0,982,982,5,1,4.0,1007,793,1800,2,1,3,1,3,1,2,463,100,63,179000,174650
50.0,5000,5,1924,1950,0.0,3,3,3.0,218,808,1026,3,1,4.0,1026,665,1691,2,0,3,1,4,1,1,308,0,0,127000,96069
60.0,7200,7,2006,2006,0.0,4,5,4.0,0,1293,1293,5,1,4.0,1301,0,1301,2,0,2,1,4,1,2,572,216,121,187750,189377
79.0,9245,7,2006,2006,0.0,4,5,4.0,0,939,939,5,1,4.0,939,858,1797,2,1,3,1,4,0,2,639,144,53,213500,193031
60.0,9000,6,1928,1950,0.0,3,3,2.0,0,784,784,3,0,2.0,784,0,784,1,0,2,1,3,0,2,360,0,0,76000,80966
69.0,53107,6,1992,1992,0.0,4,5,4.0,985,595,1580,5,1,4.0,1079,874,1953,2,1,3,1,4,2,2,501,216,231,240000,252185
43.0,3182,8,2004,2005,16.0,4,5,4.0,24,1232,1256,5,1,4.0,1269,0,1269,2,0,2,1,4,1,2,430,146,20,192000,209250
58.0,8410,5,1910,1996,0.0,3,5,3.0,0,658,658,3,1,4.0,658,526,1184,1,0,5,1,3,0,0,0,0,151,81000,34205
72.0,7200,6,1976,1976,255.0,3,2,3.0,631,410,1041,5,1,4.0,1125,0,1125,1,0,3,1,3,1,1,352,296,0,125000,106341
93.0,9382,7,1999,2000,125.0,4,5,4.0,0,1468,1468,5,1,4.0,1479,0,1479,2,0,3,1,4,0,2,577,120,25,191000,188644
96.0,12474,10,2007,2008,272.0,5,5,5.0,1280,402,1682,5,1,4.0,1742,590,2332,2,1,3,1,5,1,3,846,196,134,426000,334334
50.0,8405,5,1900,1950,0.0,3,3,3.0,241,229,861,5,1,4.0,961,406,1367,1,0,4,1,3,0,1,384,0,130,119000,249332
71.0,12209,6,2001,2002,0.0,3,5,5.0,690,114,804,5,1,4.0,804,1157,1961,2,1,3,1,4,1,2,560,125,192,215000,214870
69.0,8339,5,1959,1959,0.0,3,1,4.0,0,0,0,3,1,4.0,882,0,882,1,0,3,1,3,0,1,294,0,0,106500,-6431
69.0,7446,4,1941,1950,0.0,3,2,3.0,266,522,788,3,1,2.0,788,0,788,1,0,2,1,3,2,0,0,0,0,100000,66845
60.0,10134,5,1940,1950,0.0,3,2,3.0,0,735,735,4,1,2.0,735,299,1034,1,0,2,1,3,0,1,240,0,39,109000,67063
68.0,9571,5,1956,1956,0.0,3,2,3.0,739,405,1144,3,1,4.0,1144,0,1144,1,0,3,1,3,0,1,596,44,0,129000,53361
60.0,7200,5,1972,1972,0.0,3,2,3.0,777,117,894,3,1,4.0,894,0,894,1,0,2,1,3,0,2,600,215,0,123000,84305
69.0,7590,5,1962,1962,288.0,3,2,3.0,540,324,864,3,1,4.0,876,936,1812,2,0,4,1,3,1,1,264,0,168,169500,114302
60.0,8967,5,1920,1950,0.0,3,3,2.0,0,961,961,4,1,3.0,1077,0,1077,1,0,2,1,3,0,1,338,0,0,67000,17830
65.0,8125,7,2006,2007,100.0,4,5,4.0,812,280,1092,5,1,4.0,1112,438,1550,2,0,2,1,4,0,2,438,0,168,241000,198174
38.0,14963,8,1996,1996,0.0,4,5,4.0,786,474,1260,5,1,4.0,1288,0,1288,1,1,1,1,5,2,2,500,120,30,245500,227766
65.0,8767,7,2005,2005,0.0,4,5,4.0,24,1286,1310,5,1,4.0,1310,0,1310,2,0,3,1,4,1,2,400,0,0,164990,203892
60.0,10200,5,1940,1997,0.0,3,5,3.0,0,672,672,5,1,4.0,672,0,672,1,0,2,1,3,0,1,240,168,0,108000,68304
93.0,12090,8,1998,1998,650.0,4,5,4.0,0,1141,1141,4,1,4.0,1165,1098,2263,2,1,4,1,4,1,2,420,144,123,258000,273297
69.0,10364,6,1995,1996,0.0,3,5,4.0,0,806,806,4,1,4.0,806,766,1572,2,1,3,1,3,1,2,373,0,40,168000,173838
69.0,9991,4,1976,1993,0.0,3,2,3.0,1116,165,1281,5,1,4.0,1620,0,1620,2,0,3,1,3,1,2,490,120,78,150000,83668
51.0,10480,6,1936,1950,0.0,3,3,3.0,0,1064,1064,5,1,2.0,1166,0,1639,1,0,3,1,3,0,1,240,0,0,115000,826723
63.0,15576,6,1915,1976,0.0,3,3,4.0,0,840,840,5,1,4.0,840,840,1680,2,0,4,1,3,0,1,308,0,0,177000,114465
109.0,14154,7,2006,2006,350.0,4,5,5.0,0,1063,1063,5,1,4.0,1071,1101,2172,2,1,3,1,4,1,3,947,192,62,280000,296134
85.0,10800,8,2007,2008,100.0,4,5,5.0,789,245,1034,5,1,4.0,1050,1028,2078,2,1,3,1,5,1,3,836,0,102,339750,299495
68.0,9571,5,1958,1958,0.0,3,2,3.0,0,1276,1276,3,1,2.0,1276,0,1276,1,0,3,1,3,0,1,350,0,0,60000,66134
100.0,34650,5,1955,1955,0.0,3,2,3.0,1056,0,1056,3,0,4.0,1056,0,1056,1,0,3,1,3,0,2,572,264,0,145000,86181
69.0,4403,7,2009,2009,432.0,5,5,5.0,578,892,1470,5,1,4.0,1478,0,1478,2,1,2,1,4,1,2,484,0,144,222000,284168
56.0,8960,5,1927,1950,0.0,3,2,3.0,0,1008,1008,4,1,2.0,1028,0,1028,1,0,2,1,3,1,2,360,0,0,115000,104176
59.0,11228,7,1993,1993,0.0,4,5,4.0,50,499,1080,5,1,4.0,1080,1017,2097,2,1,3,1,4,1,3,678,196,187,228000,511823
73.0,8899,7,2007,2007,0.0,4,5,4.0,24,1316,1340,5,1,4.0,1340,0,1340,2,0,3,1,4,0,2,396,100,30,181134,182857
74.0,7844,6,1978,1978,203.0,3,2,3.0,209,463,672,3,1,4.0,672,728,1400,1,1,3,1,3,1,2,440,0,0,149500,144226
86.0,22420,6,1918,1950,0.0,3,3,4.0,1128,242,1370,3,0,2.0,1370,1254,2624,2,1,4,1,3,1,3,864,0,0,239000,214175
60.0,8160,5,1940,1950,0.0,3,3,3.0,312,444,756,2,0,1.0,756,378,1134,1,1,3,1,3,0,1,240,0,0,126000,91800
65.0,8450,5,1968,1968,0.0,3,2,3.0,775,281,1056,5,1,4.0,1056,0,1056,1,0,3,1,3,1,1,304,0,85,142000,78538
78.0,7060,7,1997,1998,200.0,3,5,4.0,1309,35,1344,5,1,4.0,1344,0,1344,2,0,2,2,3,0,4,784,0,0,206300,270637
69.0,16635,6,1977,2000,126.0,4,2,4.0,1246,356,1602,4,1,4.0,1602,0,1602,2,0,3,1,4,1,2,529,240,0,215000,198923
100.0,21750,5,1954,1954,0.0,3,2,3.0,0,988,988,5,1,2.0,988,0,988,1,0,2,1,3,0,2,520,0,0,113000,92650
80.0,9200,8,1998,1998,473.0,4,5,4.0,986,484,1470,4,1,4.0,1470,1160,2630,2,1,4,1,4,1,3,696,0,66,315000,301727
72.0,9000,6,1956,1956,74.0,3,2,4.0,616,580,1196,4,1,2.0,1196,0,1196,1,0,2,1,3,1,1,297,0,44,139000,131019
60.0,3378,7,1946,1992,0.0,3,2,3.0,0,651,651,4,1,4.0,707,682,1389,1,1,3,1,3,2,1,240,0,0,135000,120109
69.0,12800,7,1989,1989,145.0,4,5,4.0,1518,0,1518,4,1,4.0,1644,0,1644,2,0,2,1,4,1,2,569,80,0,275000,209102
77.0,8593,4,1957,1957,0.0,3,2,3.0,288,619,907,5,1,4.0,907,0,907,1,0,3,1,3,0,1,352,0,0,109008,48621
64.0,6762,7,2007,2007,108.0,4,5,4.0,664,544,1208,5,1,4.0,1208,0,1208,2,0,2,1,4,0,2,628,105,54,195400,197263
130.0,11457,6,1988,1988,0.0,3,2,4.0,1005,387,1392,3,1,4.0,1412,0,1412,2,0,3,1,4,1,2,576,0,0,175000,165026
21.0,1680,6,1971,1971,232.0,3,2,3.0,387,96,483,3,1,4.0,483,504,987,1,1,2,1,3,0,1,264,0,0,85400,102083
60.0,5586,6,1920,1998,0.0,3,3,3.0,0,901,901,4,1,4.0,1088,110,1198,1,0,4,1,3,0,0,0,0,98,79900,22666
24.0,1920,5,1971,1971,376.0,3,2,3.0,471,294,765,5,1,4.0,765,600,1365,1,1,2,1,3,0,2,440,240,36,122500,133696
100.0,10839,6,1997,1998,0.0,3,5,4.0,0,926,926,5,1,4.0,926,678,1604,2,1,3,1,3,1,2,470,0,36,181000,174433
21.0,1890,4,1972,1972,0.0,3,2,4.0,495,135,630,4,1,4.0,630,0,630,1,0,1,1,3,0,0,0,88,0,81000,58916
43.0,10667,7,1996,1996,0.0,4,5,4.0,385,70,799,5,1,4.0,827,834,1661,2,1,3,1,4,1,2,550,158,61,212000,394727
40.0,4400,6,1920,1950,0.0,3,3,2.0,0,648,648,3,1,2.0,734,384,1118,1,0,2,1,3,0,2,440,0,0,116000,67755
50.0,6000,6,1926,2004,0.0,4,5,3.0,0,884,884,4,1,4.0,904,0,904,1,0,2,1,3,0,1,180,0,0,119000,91380
40.0,4280,5,1913,2002,0.0,3,5,3.0,365,75,440,3,0,4.0,694,0,694,1,0,2,1,4,1,1,352,0,0,90350,83828
67.0,12354,6,1920,2000,0.0,3,3,3.0,0,684,684,4,1,4.0,684,512,1196,1,0,3,1,4,0,2,528,0,46,110000,109691
105.0,15431,10,2008,2008,200.0,5,5,5.0,1767,788,3094,5,1,4.0,2402,0,2402,2,0,2,1,5,2,3,672,0,72,555000,710318
92.0,12108,4,1955,1955,270.0,3,2,3.0,133,1307,1440,3,0,1.0,1440,0,1440,2,0,4,2,2,0,0,0,0,0,118000,108358
52.0,6240,5,1930,1992,0.0,3,5,3.0,0,1078,1078,3,1,4.0,1128,445,1573,2,0,3,1,3,1,2,360,0,0,162900,118933
53.0,3922,7,2006,2007,72.0,4,5,5.0,0,1258,1258,5,1,4.0,1258,0,1258,2,0,2,1,4,1,3,648,144,16,172500,259849
70.0,8750,7,1994,1995,0.0,4,5,4.0,642,273,915,5,1,4.0,933,975,1908,2,1,4,1,4,1,2,493,144,133,210000,207451
73.0,9855,6,1956,1956,0.0,3,2,3.0,0,1436,1436,2,1,4.0,1689,0,1689,1,0,3,1,3,1,2,480,0,0,127500,73226
137.0,16492,6,1966,2002,0.0,4,2,3.0,247,557,1517,5,1,4.0,1888,0,1888,2,1,2,1,4,1,2,578,0,0,190000,507074
69.0,11214,7,1998,1999,0.0,4,5,4.0,0,930,930,4,1,4.0,956,930,1886,2,1,4,1,4,1,2,431,89,0,199900,209755
50.0,8600,6,1937,1950,0.0,3,3,3.0,0,780,780,3,1,4.0,780,596,1376,2,0,3,1,3,1,1,198,0,0,119500,92760
50.0,6000,3,1948,2002,0.0,3,2,3.0,331,318,649,5,1,4.0,679,504,1183,1,1,2,1,3,0,1,308,0,176,120000,47836
70.0,5684,6,1930,2005,0.0,3,3,3.0,0,813,813,5,1,2.0,813,0,813,1,0,2,1,4,0,1,270,0,113,110000,94521
62.0,70761,7,1975,1975,0.0,3,2,4.0,655,878,1533,3,1,4.0,1533,0,1533,2,0,2,1,4,2,2,576,200,54,280000,172531
69.0,9303,6,1996,1997,42.0,4,5,5.0,742,130,872,5,1,4.0,888,868,1756,2,1,3,1,3,0,2,422,144,122,204000,204209
75.0,9000,8,2008,2008,0.0,4,5,4.0,0,768,768,5,1,4.0,786,804,1590,2,1,3,1,4,0,2,676,0,30,210000,203926
63.0,9297,5,1976,1976,0.0,3,2,3.0,1606,122,1728,3,1,4.0,1728,0,1728,2,0,4,2,3,0,2,560,0,0,188000,138005
80.0,9600,7,1973,1973,320.0,3,2,3.0,916,326,1242,2,1,4.0,1242,0,1242,1,1,3,1,3,1,2,528,0,0,175500,152579
34.0,4571,5,1916,1950,0.0,3,3,3.0,0,624,624,2,0,4.0,624,720,1344,1,0,4,1,3,0,3,513,0,0,98000,116926
69.0,53227,4,1954,1994,0.0,3,2,4.0,1116,248,1364,5,1,4.0,1663,0,1663,1,0,2,1,4,2,2,529,224,137,256000,119249
69.0,5100,8,1925,1996,0.0,3,5,3.0,0,588,588,2,1,4.0,833,833,1666,1,0,3,1,4,1,1,228,192,63,161000,96717
69.0,7015,5,1950,1950,161.0,3,2,3.0,185,524,709,3,1,4.0,979,224,1203,1,0,3,1,4,1,1,352,0,0,110000,70222
75.0,8004,8,2009,2009,110.0,4,5,4.0,544,288,832,5,1,4.0,832,1103,1935,2,1,3,1,3,0,2,552,0,150,263435,209236
60.0,7200,7,1936,2007,0.0,4,5,4.0,350,0,560,5,1,4.0,575,560,1135,1,0,3,1,4,0,2,576,256,0,155000,287496
60.0,8281,5,1965,1965,0.0,3,2,3.0,553,0,864,4,1,4.0,864,0,864,1,0,3,1,3,1,1,360,0,0,62383,247322
74.0,11988,6,1934,1995,0.0,3,2,3.0,326,389,715,2,1,2.0,849,811,1660,1,1,3,1,3,1,1,240,0,0,188700,102254
60.0,8430,5,1978,1978,136.0,3,2,4.0,616,424,1040,3,1,4.0,1040,0,1040,2,0,3,1,3,0,0,0,0,0,124000,90130
69.0,3072,7,2004,2004,18.0,4,5,4.0,0,1375,1375,5,1,4.0,1414,0,1414,2,0,2,1,4,1,2,398,144,20,178740,197665
85.0,10628,7,1970,1970,0.0,3,2,3.0,778,499,1277,3,1,4.0,1277,0,1277,1,0,2,1,3,1,2,526,0,0,167000,120754
79.0,9480,5,1942,1995,224.0,3,2,3.0,386,342,728,5,1,4.0,888,756,1644,1,1,3,1,4,2,1,312,168,0,146500,129817
98.0,11428,8,2006,2006,248.0,4,5,4.0,0,1626,1626,5,1,4.0,1634,0,1634,2,0,3,1,4,1,3,866,0,44,250000,254298
76.0,9291,6,1993,1993,120.0,4,5,4.0,426,406,832,5,1,4.0,832,878,1710,2,1,3,1,4,0,2,506,144,70,187000,195166
69.0,6820,8,1985,1985,0.0,4,5,4.0,368,0,1488,3,1,4.0,1502,0,1502,1,1,1,1,4,0,2,528,0,54,212000,777706
92.0,11952,7,1977,1977,0.0,3,2,4.0,0,808,808,3,1,4.0,1161,808,1969,2,1,3,1,3,1,2,534,0,0,190000,133405
35.0,3675,6,2005,2005,80.0,3,5,4.0,459,88,547,5,1,4.0,1072,0,1072,1,0,2,1,3,0,2,525,0,28,148000,106982
110.0,14977,8,2006,2007,304.0,4,5,5.0,1350,626,1976,5,1,4.0,1976,0,1976,2,0,2,1,4,1,3,908,250,63,440000,294400
41.0,5330,8,2000,2000,0.0,4,5,4.0,1196,298,1494,5,1,4.0,1652,0,1652,2,0,2,1,5,0,2,499,96,48,251000,195589
80.0,8480,5,1963,1963,0.0,3,2,3.0,630,340,970,3,1,4.0,970,0,970,1,0,2,1,3,0,2,624,0,24,132500,80149
75.0,13125,6,1997,1998,215.0,3,5,4.0,994,484,1478,5,1,4.0,1493,0,1493,2,0,3,1,4,1,2,508,140,39,208900,200055
105.0,13693,9,2006,2006,772.0,5,5,4.0,0,2153,2153,5,1,4.0,2069,574,2643,2,1,3,1,5,1,3,694,414,84,380000,347657
79.0,10637,8,2007,2008,336.0,4,5,5.0,1288,417,1705,5,1,4.0,1718,0,1718,2,0,3,1,4,1,3,826,208,44,297000,300242
50.0,5925,4,1937,2000,435.0,3,3,2.0,168,739,907,3,1,4.0,1131,0,1131,1,0,2,1,3,0,2,672,0,72,89471,69647
98.0,16033,9,2004,2005,378.0,4,5,5.0,1261,572,1833,5,1,4.0,1850,0,1850,2,0,3,1,4,1,3,772,519,112,326000,298494
72.0,11846,9,2003,2004,562.0,4,5,5.0,1567,225,1792,5,1,4.0,1792,0,1792,2,0,2,1,5,1,3,874,206,49,374000,342811
50.0,2500,7,1915,2005,0.0,4,5,3.0,299,611,910,5,1,4.0,916,910,1826,1,1,4,1,5,1,1,164,0,0,155000,159666
32.0,4500,6,1998,1998,116.0,3,5,5.0,897,319,1216,5,1,4.0,1216,0,1216,2,0,2,1,3,0,2,402,0,125,164000,189433
69.0,7758,5,1962,2001,0.0,3,2,3.0,588,411,999,4,1,4.0,999,0,999,1,0,3,1,4,0,1,264,0,132,132500,72248
80.0,9600,5,1950,2007,0.0,4,2,3.0,607,506,1113,4,1,4.0,1113,0,1113,1,0,3,1,4,1,1,264,0,80,147000,108215
79.0,10289,5,1965,1965,168.0,3,2,3.0,836,237,1073,3,1,4.0,1073,0,1073,1,1,3,1,3,0,2,515,0,0,156000,102256
70.0,12243,5,1971,1971,0.0,3,2,4.0,998,486,1484,4,1,4.0,1484,0,1484,2,0,3,1,3,1,2,487,224,0,175000,141993
60.0,10800,5,1900,1970,0.0,3,2,3.0,664,290,954,3,0,2.0,1766,648,2414,2,0,3,2,3,1,2,520,142,0,160000,95858
21.0,1526,4,1970,2002,0.0,3,2,4.0,515,115,630,3,1,4.0,630,0,630,1,0,1,1,4,0,1,286,0,0,86000,101344
69.0,2665,5,1976,1976,0.0,3,5,4.0,0,264,264,3,1,4.0,616,688,1304,1,1,3,1,3,1,1,336,141,24,115000,84512
79.0,9490,6,1941,1950,0.0,3,2,3.0,403,238,806,3,1,2.0,958,620,1578,1,0,3,1,2,2,1,240,0,0,133000,184902
105.0,15578,6,2006,2006,0.0,4,5,4.0,0,728,728,4,1,4.0,728,728,1456,2,1,3,1,3,0,2,429,0,0,172785,176092
70.0,7931,5,1960,1960,0.0,3,2,3.0,374,363,1269,3,1,2.0,1269,0,1269,1,1,3,1,3,1,1,308,0,0,155000,378016
50.0,5784,5,1938,1996,0.0,3,3,2.0,0,190,190,4,1,2.0,886,0,886,1,0,2,1,3,0,1,273,144,20,91300,-13725
60.0,7879,4,1920,1950,0.0,3,2,3.0,495,225,720,3,0,2.0,720,0,720,1,0,2,1,3,0,0,0,0,523,34900,3458
69.0,12692,8,1992,1993,0.0,4,5,4.0,1231,1969,3200,5,1,4.0,3228,0,3228,3,0,4,1,4,1,2,546,264,75,430000,213788
60.0,9120,7,1925,1950,0.0,3,5,3.0,329,697,1026,5,1,4.0,1133,687,1820,2,0,4,1,3,0,1,240,0,100,184000,78763
65.0,7800,5,1967,2004,89.0,3,5,3.0,450,414,864,5,1,4.0,899,0,899,1,0,3,1,4,0,1,288,64,0,130000,96444
70.0,7535,5,1958,1985,0.0,3,2,3.0,111,522,912,2,1,4.0,912,0,912,1,0,2,1,3,0,1,297,12,285,120000,185892
21.0,1890,6,1973,1973,285.0,3,2,3.0,356,316,672,3,1,4.0,672,546,1218,1,1,3,1,3,0,1,264,144,28,113000,103537
75.0,9803,7,2005,2005,0.0,4,5,4.0,400,466,866,4,1,4.0,866,902,1768,2,1,3,1,4,0,2,603,0,108,226700,193652
70.0,9170,5,1965,1965,0.0,3,2,3.0,698,420,1214,5,1,4.0,1214,0,1214,1,0,2,1,3,0,2,461,0,0,140000,142720
100.0,15602,7,1959,1997,0.0,3,2,3.0,1247,254,1501,3,1,4.0,1801,0,1801,2,0,1,1,3,2,2,484,0,54,289000,126612
24.0,2308,6,1974,1974,0.0,3,2,3.0,257,103,855,3,1,4.0,855,467,1322,2,1,3,1,3,1,2,440,260,0,147000,393876
60.0,7596,5,1952,1952,360.0,3,2,3.0,0,960,960,4,1,4.0,960,1000,1960,2,0,4,2,3,0,2,400,0,0,124500,167471
80.0,9554,8,1993,1994,125.0,4,5,4.0,380,397,777,5,1,4.0,1065,846,1911,2,1,3,1,4,1,2,471,182,81,215000,200864
75.0,7862,6,2009,2009,0.0,4,5,4.0,27,1191,1218,5,1,4.0,1218,0,1218,2,0,2,1,4,0,2,676,0,102,208300,170459
60.0,9600,7,1928,2005,0.0,3,3,3.0,141,548,689,5,1,4.0,689,689,1378,2,0,3,1,4,1,2,360,0,0,161000,159490
80.0,9600,5,1959,1959,132.0,3,2,3.0,991,50,1041,5,1,4.0,1041,0,1041,1,0,3,1,3,0,1,270,224,88,124500,67170
75.0,14559,5,1951,2000,70.0,4,2,3.0,650,178,1008,5,1,4.0,1363,0,1363,1,0,2,1,3,2,1,288,324,42,164900,185203
40.0,6792,7,2005,2006,94.0,4,5,4.0,0,1368,1368,5,1,4.0,1368,0,1368,2,0,2,1,4,1,2,474,132,35,202665,208811
70.0,9100,5,1958,1958,0.0,3,2,3.0,521,169,864,3,1,4.0,864,0,864,1,0,3,1,3,0,2,624,0,0,129900,173240
71.0,9187,6,1983,1983,0.0,3,5,3.0,336,748,1084,3,1,4.0,1080,0,1080,1,1,3,1,3,0,2,484,120,0,134000,102501
55.0,10594,5,1926,1950,0.0,3,3,3.0,0,768,768,2,0,4.0,789,0,789,1,0,2,1,3,0,1,200,0,0,96500,52604
94.0,12220,10,2009,2009,305.0,5,2,5.0,1436,570,2006,5,1,4.0,2020,0,2020,2,1,3,1,5,1,3,900,156,54,402861,333314
69.0,10448,6,1972,1972,333.0,3,2,3.0,0,689,689,3,1,4.0,1378,741,2119,2,1,3,1,3,1,2,583,0,104,158000,89823
79.0,10208,7,1996,1997,921.0,4,5,4.0,0,1264,1264,5,1,4.0,1277,1067,2344,2,1,3,1,4,1,3,889,220,0,265000,326240
69.0,9531,6,1998,1998,0.0,3,5,4.0,706,88,794,5,1,4.0,882,914,1796,2,1,3,1,3,0,2,546,0,36,211000,161291
53.0,10918,7,1926,2004,0.0,4,3,4.0,0,1276,1276,5,1,4.0,1276,804,2080,1,1,3,1,4,2,1,282,0,0,234000,184644
60.0,10800,4,1900,2000,0.0,3,3,4.0,0,0,0,3,0,2.0,694,600,1294,2,0,3,2,3,0,0,0,220,114,106250,51963
90.0,11988,6,1957,1957,0.0,3,2,3.0,777,467,1244,5,1,2.0,1244,0,1244,1,1,3,1,3,2,1,336,0,40,150000,118522
50.0,5000,6,1947,1950,0.0,3,2,3.0,399,605,1004,5,1,4.0,1004,660,1664,2,0,3,1,3,2,2,420,0,24,159000,143402
130.0,40094,10,2007,2008,762.0,5,5,5.0,2260,878,3138,5,1,4.0,3138,1538,4676,3,1,3,1,5,1,3,884,208,406,184750,399456
95.0,11787,7,1996,1997,594.0,4,5,4.0,719,660,1379,5,1,4.0,1383,1015,2398,2,1,3,1,4,1,3,834,239,60,315750,296160
62.0,7500,7,2005,2005,0.0,4,5,4.0,0,1257,1257,5,1,4.0,1266,0,1266,2,0,3,1,4,1,2,453,38,144,176000,191042
70.0,13300,5,1956,2000,0.0,3,2,4.0,377,551,928,3,1,4.0,928,0,928,1,0,2,1,3,0,1,252,261,0,132000,87277
67.0,14948,9,2008,2008,268.0,5,5,5.0,1330,122,1452,5,1,4.0,1476,1237,2713,2,1,3,1,5,1,3,858,126,66,446261,348348
58.0,9098,4,1920,2002,0.0,3,3,3.0,348,180,528,5,1,4.0,605,0,605,1,0,2,1,3,0,0,0,0,0,86000,29339
69.0,32668,6,1957,1975,0.0,4,5,3.0,1219,816,2035,3,1,4.0,2515,0,2515,3,0,4,2,3,2,2,484,0,0,200624,159474
85.0,10200,6,1988,1989,219.0,4,2,4.0,783,678,1461,5,1,4.0,1509,0,1509,2,0,3,1,4,1,2,600,224,0,175000,199790
60.0,6155,6,1920,1999,0.0,3,3,2.0,0,611,611,5,1,4.0,751,611,1362,2,0,3,1,3,0,2,502,0,0,128000,77650
60.0,7200,5,1955,2007,0.0,3,1,4.0,0,0,0,5,1,4.0,827,0,827,1,0,2,1,3,1,1,392,0,0,107500,35297
50.0,5000,1,1946,1950,0.0,2,1,4.0,0,0,0,2,0,1.0,334,0,334,1,0,1,1,2,0,0,0,0,0,39300,-7592
74.0,9056,8,2004,2004,0.0,4,5,5.0,0,707,707,5,1,4.0,707,707,1414,2,1,3,1,4,1,2,403,100,35,178000,245726
70.0,7000,5,1910,1991,0.0,3,2,4.0,969,148,1117,3,1,4.0,820,527,1347,1,0,3,1,3,0,0,0,85,0,107500,99559
57.0,8924,7,1998,1999,0.0,3,5,4.0,0,880,880,5,1,4.0,880,844,1724,2,1,3,1,4,0,2,527,120,155,188000,168879
69.0,12735,4,1972,1972,0.0,3,2,3.0,600,264,864,3,1,4.0,864,0,864,1,0,3,1,3,0,2,576,216,0,111250,73410
69.0,11553,5,1968,1968,188.0,3,2,3.0,673,378,1051,3,1,4.0,1159,0,1159,1,1,3,1,3,1,1,336,466,0,158000,77605
69.0,11423,8,2001,2002,479.0,4,5,4.0,1358,223,1581,5,1,4.0,1601,0,1601,2,0,3,1,4,1,2,670,180,0,272000,263853
85.0,14601,9,2006,2006,584.0,5,5,5.0,1260,578,1838,5,1,4.0,1838,0,1838,2,0,2,1,5,1,3,765,270,68,315000,355095
69.0,11000,8,2000,2000,72.0,4,5,4.0,0,969,969,5,1,4.0,997,1288,2285,2,1,4,1,4,1,3,648,0,56,248000,256760
78.0,10140,7,1998,1999,0.0,4,5,5.0,144,379,1650,5,1,4.0,1680,0,1680,2,0,3,1,4,1,2,583,78,73,213250,829919
34.0,4058,7,1998,1998,182.0,3,5,4.0,584,0,723,5,1,4.0,767,0,767,1,0,1,1,3,0,1,367,120,40,133000,214558
